id,content
13,"思念是一季的花香，漫过山谷，笼罩你我；而祝福是无边的关注，溢出眼睛，直到心底。愿你：快乐每一刻，幸福每一天！
"
14,"总是悄悄地想起，总是默默地惦记，不敢轻易拨动那个珍藏的号码，不愿你的生活泛起涟漪，多少关切都化为一条短信息，只因为：我依然想念着你！
"
15,"孤寂的灵魂陪伴着落寞的情绪，纷飞的思念随风飞舞在天际，爱似迷雾般飘飘移移，日夜思量如何取悦心爱的你；为爱付出再多也愿意，真爱令人痴迷！
"
16,"天涯的你，是我最近的爱。对你的思念，只要想着你在我心里，我就心安。今生无法相守，就让我做一个懂你的红颜。只要你安好，我就放心！
"
17,"思念的路，漫漫无边；雨后的虹，美丽瞬间；空中的云，随风飘散，心中的舟，以爱为帆；没见到你，唯有思念！
"
18,"初见你的温柔在日落黄昏之后，从此思念的煎熬让我拥有了爱的忧愁，在绵绵的雨中梦中，想你娇柔的身影，怀抱里渴望你珍贵的柔情，爱似呼吸生命不止停。
"
19,"宝贝，太不忍心看你到处奔波。我准备好了桌子供你化妆，软床供你休息，沙发让我们依偎。放开手，松掉绳，投身到我的怀抱里来。
"
20,"放下又拾起的是您的信件，拾起放不下的是我对您的思念。
"
21,"哥哥我面前一条弯弯的河，妹妹你在对面唱情歌。我的心中荡起层层的波，我何时才能度过你的河。
"
22,"我的思念是绵绵清风，一年四季，春夏秋冬，只要你的窗帘在轻轻飘动，就是我在轻声地将你呼唤。
"
23,"别来半岁音书绝，一寸离肠千万结，难相见，易相别。
"
24,"星月不语，因为你已离去；清风不语，因为我在哭泣；我也不语，因为还在想你。
"
25,"关山魂梦长，鱼雁音尘少。两鬓可怜青，只为相思老。
"
26,"我是一棵孤独的树，千年矗立在路边，寂寞地等待，只为有一天，你能从我身边轻轻走过，看一眼我布满风霜的脸。
"
27,"莫问今夕是何夕？思念不止在今夕，每逢牵挂在夜夕，辗转反侧在遥夕，期待相约在佳夕，祝福发于此刻兮，祝快乐在朝夕，幸福无穷夕
"
28,"自从有了你的出现，我飘泊不定的心便有了停靠的港湾，找到了对你的思念，从此寂寞和孤独不会再占据我的心田，爱你永远。
"
29,"一缕春风吹过我的思念，变成一朵朵白云，白云带着我的爱，飘向有你的地方，为你筑造一个爱的天堂；亲爱的，我爱你！
"
30,"分担你点点忧愁，享受你片片温柔，把你静静藏在心头；阅读你心情诗篇，欣赏你浅浅笑脸，把你稳稳的牵在手边。周末好想你，祝你多甜蜜！
"
31,"风儿吹乱了绿叶的思绪，深邃了夜空黑色的甜美；雨儿打湿了空气的宁静，遗忘了城市闪烁的红灯；想念闯进了梦寐的甜蜜，诉说了情人浓情的蜜意；温暖感动了闪烁的双眸，点亮了爱人永恒的守候；轻轻挽起你的手，爱情不朽，激情久久。
"
32,"你好吗？我很想你！想起你的好，还有你的坏！你的可爱，还有你的淘气！我不在你身边要照顾好自己哦，别忘记吃早饭，工作要认真但不能太拼命！天气开始转凉，记得穿件外套，不要冻着自己哦！祝你开心！
"
33,"你是我心中的想象，你的眉清目秀伴随着我对你点点滴滴的爱，你的情意无眠叫我的莞尔的心动，你的溯流过往牵挂着的善动的心。我想念，我期盼，我爱你，今生今世，永远！
"
34,"特]如果思念也有厚度，那么叠加起来想必比天高，比地厚了。如果思念也有深度，那么算起来比这夜还长，比海还深。对你的思念没有限度，驰骋在情意的国度
"
35,"你在做什么？我想你。真想变成一只小虫子，钻到你的耳朵里看你还烦不烦我。
"
36,"春雨绵绵，点点滴滴，激起相思的涟漪；绵绵春雨，丝丝缕缕，牵着莱茵河畔的你。
"
37,"我爱冬天的夜，它漫长而又宁静；夜长梦远，可以同你一起在异国畅游。
"
38,"单飞是一种勇气，而双飞是一种默契。当默契还没有达到时，我们就需要一点点勇气。
"
39,"岁月模糊相识的脸，未来让我们越来越觉得孤独。直到有一天你寻找失落的记忆，才发现记忆中的人是那么的熟悉，蓝色的回想。
"
40,"鸟说：“你看不见我的眼泪，因为它已经随风洒落。”云说：“不。我可以看到，因为它洒落在每一个关心你的人身上！”
"
41,"你走后，我像一个断了线的风筝。假如可以让你快乐我会绽放最美的笑容。抱抱我吧，让我感受你的气息…
"
42,"我只愿，在你的理想和希望里能为你增加一点鼓励，在你生活出现失意和疲惫时能给你一点儿力量和希冀。
"
43,"漂亮的女人不一定制服得了男人，但会撒娇的女人却是男人的克星。撒娇是女人的杀手锏，比“倚天剑”还要锋利，一出手就会击中男人的死穴。再坚强勇敢的男人在女人的娇声嗲气中都会手足无措，骨头稣软，把所有的英雄气慨丢得一干二尽的--你是我娇滴滴的宝贝。
"
44,"你微笑，我的心情很美妙；你流泪，我会伤心夜难寐；你的喜怒哀乐影响我的肺和胃，任沧海变，时光飞，我的真爱永不悔！
"
45,"你有多好，我说不出来；我有多想你，我也说不出来。我只知道爱你是我一天最重要的事，想你是我一天最快乐的事，看你是我一天最享受的事。爱你，想你，看你，是我一辈子都要做的事。
"
46,"不管你的条件有多差，总会有个人在爱你；不管你的条件有多好，也总有个人不爱你，在对的时间遇到对的人，这是一种缘分，而这种缘分恰恰需要耐心等待，需要经历种种挫败才能遇见，在你的世界中总会有个人比想象中爱你。
"
47,"初恋这东西很好也很坏。好的是，我永远记得我的初恋是谁。坏的是，我往往失去了他。初恋这东西很坏也很好。坏的是，我不知道我是谁的初恋。好的是，不管是谁他一定记住了我。
"
48,"两个人在一起，更多的不是改变对方，而是受对方，这就是包容。如果光想着改变对方，那不是生活，那是战争。
"
49,"我们常怀疑自己，明明条件不差，为什么偏偏没有另一半，而那些不那么漂亮
"
50,"不那么可爱
"
51,"不那么幽默的人，反而拥有令人羡慕的感情,为什么呢？我想是因为我们都太小心，太谨慎太不敢去爱了吧？我们将自己的感情包装的好好的，不让对方发现为所谓的矜持与害怕，选择等待
"
52,"选择放弃
"
53,"选择错过。""
"
54,"我对于你，只是场意外；你对于我，却是一场爱情。 一个人自以为刻骨铭心的回忆，别人早已经忘记了。有些人的恋爱，仅仅是爱上了“恋爱”。 专一不是一辈子只喜欢一个人，是喜欢一个人的时候一心一意。
"
55,"如果自己付出了，就不要后悔失去了那份感情，没有一个人一生只谈恋爱不做其他事情，也许就在你转身的时候，她离开了你，这样的事情是无法避免的，每天都在发生。不要相信那些爱情小说，因为我们是生活在现实中，而不是童话里，没有谁会等谁一辈子。
"
56,"没有什么永远，没有什么很久，找个借口，谁都可以先走。分开的借口那么多，总得说来也不过只有一个，爱的不够爱的不深。
"
57,"你若深爱一个人，就要学会阻止自己，不要把他当成全部，不要所有的话都跟他讲，不要所有的秘密都和他分享。你投入的多了，就会慢慢地忘记自己，没有自我的人，在爱情里是没有位置的，唯一的结局，爱情被你抓得越紧，却逃得越远，最终只能击碎你的梦幻，让曾经的诺言，如飞花般吹散在风中。
"
58,"爱情不是游戏，因为我们玩不起。爱，就要真心付出，真诚相待。不要轻易说爱，许下的诺言欠下的债。爱不是缺了就可以找，更不是累了便可以换。爱一个人，不一定要拥有；但拥有了一个人，就一定要好好去爱。爱，不是一个人的独角戏，而是两个人的对手戏！女人善变的是脸，而男人善变的却是心。
"
59,"曾经，把朝朝暮暮当作天长地久，把缱绻一时当作爱了一世，于是奢望执子之手，幸福终老。然后一切消失了，终于明白，天长地久是一件多么可遇而不可求的事情，幸福是一种多么玄妙脆弱的东西。也许最终的幸福与心里那个人无关，也许将来某一天，我们会牵住谁的手，一生细水长流地把风景看透。
"
60,"如果真诚是一种伤害，我选择谎言；如果谎言是一种伤害， 我选择沉默；如果沉默是一种伤害，我选择离开。有的东西你再喜欢也不会属于你，有的东西你再留恋也注定要放弃的。男人哭了，是因为他真的爱了；女人哭了，是因为她真的放弃了。爱一个人不一定要拥有，但拥有了就一定要好好的去珍惜。
"
61,"曾经那么爱谁，曾经百转千回，曾经爱差一点就能完美！在那杯轮回的酒中，一切过往云烟都在消散。原来爱情本来可以天长地久的，但是它需要两个人的努力！别让那个爱你的人等你太久找你太累，他会累，你的心也会疼！就算有一份痴情永远不会变，但是时间变化太快，珍惜吧！
"
62,"懂你的人，会用你所需要的方式去爱你。不懂你的人，会用他所需要的方式去爱你。于是，懂你的人，常是事半功倍，他爱得自如，你受得幸福。不懂你的人，常是事倍功半，他爱得吃力，你受得辛苦。两个人的世界里，懂比爱，更难做到。所以，要让那个能懂你的人爱你。
"
63,"爱情就是一场赌局，赢了，厮守一生，白头到老。输了，全盘皆输，那比朋友更近的人，就是熟悉的陌生人。你永远都是不晓得自己是有多的去喜欢一个人，除非你看见他和别的人在一起。
"
64,"一个人对你的好，并不是立刻就能看到的。因为汹涌而至的爱，来得快去的也快，而真正对你好的人，往往是细水长流。你可能会怪他没有付出真心，但在一天天过日子里，却能感觉到他对你无所不在的关心。好的感情不是一下子就把你感动晕，而是细水长流的把你宠坏。
"
65,"爱情从来不是无路可走，而是不相信命运，有自投罗网的勇气，所以能和你走到最后的那个人，不一定遇到的时间早，也不一定相处的时间最久，也许他就是那个最晚到来，却见到你此生就再也没走的人。
"
66,"最爱你的人，往往是在离开的时候最决绝。爱和尊严那是紧紧捆绑，用死缠烂打去挽留的，更多的也就是一种好胜心。真正深切的爱情，是会让人要强到宁肯独自伤悲
"
67,"也不愿破坏掉曾经那些高贵的记忆……
"
68,"每一段爱情都会从激情走向平淡。开始时电击般的兴奋和痴情，慢慢变得温和平静，少了冲动，开始觉察心中人的缺点，也会为失去新鲜感而烦躁不安。其实，爱，不过是在繁华落尽后留在身边的那一个。一直以为是自己赢了，直到有一天看着镜中的自己已不复青春，才知道是彻底的输了。
"
69,"恋爱时，当他第一次牵她的手，当他最初无意间搀了她的肩，那记忆，在女人心里，总是一世不忘。也许，从那个时刻开始，她才真正地爱上了他。说不清是爱上了他，还是爱上了他一掌间的温暖。但无疑，他的掌心总能召来她的动心……
"
70,"你说，当不爱的时候，你会远远走开。对于爱，你可以洒脱走开，而我却只能怀念当初的时光。有些事，有些人，一辈子也忘不了，就像我忘不了你。是不是关上了心，就不会再为你痛。
"
71,"同在一个高中，他却不敢去找她，虽然在别人看来，那是再简单不过的事。暗恋，是他唯一能做的事。他只能在每天课间操的时候，望望她的位置，看看她倾心的动作，如此就够了。
"
72,"真正的爱，不是觉得累了就放手，不是觉得不合适就分开，是即使再累也想在一起，即使不合适也想努力争取，累是因为在乎，不合适是因为爱得不够，真正的爱没有那么多借口。
"
73,"爱，也是人存活世间的证明。我们经常看到，在一起的人未必不相爱，相爱的人却被迫分开，这是人生无常，也怪很多人自己没有努力。爱应该是一种忠诚和无私的付出，一种勇敢而无畏的表达，这是我们作为人的权利，千万不能只当儿戏。
"
74,"假如你不爱一个人，请放手，好让别人有机会爱她。如果你爱的人放弃了你，请放开自己，好让自己有机会爱别人。有的东西你再喜欢也不会属於你的，有的东西你再怎么留恋也注定要放弃的。
"
75,"有时候，不管你做什么，心里却都忘不了某个人。有时候，不管你找多少理由，其实都是在认输。感情里，不管嘴多硬，可真的面对了，才知道自己是一触即溃。永远不要在爱情面前逞强，感情，是所有人的弱点。爱上了一个人，就是把命交给了对方。爱有多深，命就有多苦。
"
76,"其实一份好的感情，不是追逐而是相吸，不是所求而是相投。爱可以守望但不奢望，情可以包容但不纵容。真心相对才有透彻心扉；理解懂得才有惺惺相惜；相濡以沫才有恒久相依。只有沟通，才能让心回应；只有懂得，才能爱有眷恋，情留心中。
"
77,"爱不是缺了就找，乏了就换。那样还有什么意义。不管是谁受伤，爱过就不会有遗憾。如果他不爱你，那就不需要在一起了，因为那注定没有结局。为什么会受伤，因为对方的心收回去了，自己的心还没有收回来。
"
78,"没有谁的心思，会永远只放在你身上。如果有人只为你而活着，那这不是爱，而是纠缠。所以千万别奢望有人只想着你。每个人在恋爱的时候都会很缠绵，可真正过日子都得有自己的追求。毫无追求的爱人，有什么好的？真正的爱情就是，在外面时拼命干活，在家里时拼命爱你。
"
79,"真正好的情感，不是一方奔向另一方，而是双方一起奔向彼此，这是世间最美的遇见。那种一方奔向另一方的单向度情感，只是一厢情愿，从来不会久长。这不仅因为情感能量守恒，还因为另一方要么不爱，要么情感有障碍。而任何障碍都是阻挡，任何阻挡都是距离。缩小距离的最好就是彼此同时向对方奔跑。
"
80,"有时候，适合比坚持更重要。那一瞬间，你终于发现，那曾深爱过的人，早在告别的那天，已消失在这个世界。心中的爱和思念，都只是属于自己曾经拥有过的记念。我想，有些事情是可以遗忘的，有些事情是可以记念的，有些事情能够心甘情愿，有些事情一直无能为力。我爱你，这是我的劫难。
"
81,"感情就是你明明知道要离开一个人，但就是做不到。明明知道拖下去会死，但宁死也不放手。只有人力不可抗拒的事，才能叫做爱。你能够控制住自己的情绪，那不过是爱的还不够深而已。所以，不要觉得自己傻，因为爱情就是犯傻。如果对方还是很聪明，大概是不够爱你吧。
"
82,"距离不是难题，心的距离才是利器；时间不是苦药，爱的时间才是真谛。若你拥有一份异地恋，不必焦虑，也不要心急，只需相信：真爱经得起考验，也需要考验。若你失去一份异地恋，不必难过，也不要伤心，只需明白：你失去的叫爱情，并不叫真爱。真正的爱情求之不来，挥之不去。
"
83,"就算要爱，也不要卑微的去爱。如果要爱，那就不顾一切的，狂妄的，豁出去的爱。但千万不要让自己卑微，不要放低自己，不要让自己成为一颗石子。因为相爱，就是平视着对方，相互的喜欢，从来都不是施舍。让自己降到尘埃里的，永远都只是伤害。
"
84,"真正相爱的人是不需要无时不刻在一起的，他们需要的是精神上的沟通和默契，是对彼此心灵的助长和赞许。他们尊重对方的生活方式，宽容以待；他们同时拥有自己的人格和世界，不容破坏。他们相容，并且相让。过分的依赖，特别是对他人身体
"
85,"时间
"
86,"空间
"
87,"物质的无度占据，不是爱，是身心不独立的表现。
"
88,"许多人遇到爱情，却总想虐对方。就好像虐越深，就越能证明他爱你。其实，爱你的表现，不完全忍受，而是关心。有些人，不是爱你，而是需要你，所以会忍受，但却不会真的关心你。只有因为你痛而痛，因为你乐而乐的人，才是把你放在心上。爱不是需要，爱是心里装着你。
"
89,"你爱上了外向的姑娘，你得接受的闹腾。你爱上了清纯的姑娘，你得接受她的幼稚。你爱上了理性的姑娘，你得接受她的算计。你爱上了勇敢的姑娘，你得接受她的莽撞。你爱上了美丽的姑娘，你得接受她的过去。没有完美的爱人，好好对自己身边的女人，像个爷们一样。
"
90,"爱的最高境界是什么？不是什么你死我活，是习惯。一个女人习惯了一个男人的鼾声，从不适应到习惯再到没有他的鼾声就睡不着觉，这就是爱；一个男人习惯了一个女人的任性
"
91,"撒娇
"
92,"甚至无理取闹，这就是爱；一个人会为了另一个人去改变
"
93,"去迁就，这就是爱。对爱人，迁就多少，就爱了多少。
"
94,"如果真爱一个人，你会陷入情不自禁的旋涡中，情不自禁念他的好，情不自禁回忆和他一起走过的时光，情不自禁为他做一些事情，情不自禁在乎着他的一切。同样，他爱不爱你，爱你有多深，你也是能够感觉到的，而且这种感觉是相当真切和准确的，你不用骗自己，更不用勉强自己，如果真的不行，你要学会转身。
"
95,"她和他深爱后因故分手，多年无联系，最近她偶得他的电话号码，打过去才发觉他们离的很近。两人聊得高兴，他提出见个面，她犹豫一下婉拒了。放下电话，她想起了一句诗：今生已不想见你，只为再见的已不是你，心中的你不会再现，再现的，只是沧桑的岁月和流年。有些事情，过去了，就再也回不来了。
"
96,"爱情远没有咖啡那么苦涩，关键是喝它的人怎么品味。每个人都喜欢和向往随心所欲的爱情，殊不知随心所欲根本不是爱情，只有轮回继续转。把一切泪水留给昨天，把所有烦恼抛向未来，开怀一笑，把它当作甜蜜的创伤，把它当作美丽的痕迹。因为没人值得你流泪，值得你流泪的人就不会让你哭泣。
"
97,"其实真正陪你到老的，是那种没太多意外，也是没有当初的心跳，却是无论如何也是不离开你的人。从激情到亲情，再从感动到感恩，从浪漫到相守。所以说，找人恋爱很容易，难的是一辈子。重要的不是爱上你，而是只爱你一个；重要的不是爱有多深，而是能爱到底……时间越久，越不愿离开你，这才叫爱人。
"
98,"有人和你谈恋爱，有人和你结婚，这两种是完全不一样的。谈恋爱，是他停下来陪着你，但并没有改变自己的行程，随时都有可能走。而结婚呢，是他放弃了自己的路，愿意和你走同一条路。所以恋爱易，结婚难。爱上你的人，依旧是路人。娶了你的那个人，才叫家人。
"
99,"不知有多少人懂得，在爱情的两端，一端是索取，一端是付出。只有索取与付出两厢平衡，爱情才能滋长。只是，我们总是光顾着索取，忘记了也要付出，这时候爱情就会出现裂痕。
"
100,"判断一人爱不爱你，就是看他愿不愿意为你改变。你讨厌抽烟他戒了，你不喜欢泡吧他不去了。因为在乎所以愿意改变，因为你的重要性胜过一切。一个人如果跟你在一起依然我行我素独断专行，那么不是自恋就是根本不把你当回事。所以一个值得交往恋人不是多么完美，而是他开始因你而变。
"
101,"人生一个小小的变数，就可改变选择的方向。如果彼此出现早一点，就不会和另一个人十指紧扣，又或者相遇的再晚一点，晚到两个人在各自的爱情经历中慢慢地学会了包容与体谅，就不会那么轻易的放弃，那么放走了爱情。
"
102,"安身于红尘，幽居于烟火，生命淡淡绽放，心，简静素闲，情，淡雅质朴。感恩，这明媚的光阴，感恩，这玲珑的岁月，感恩，这唯美的相遇，幸得君，暖于心。当脸颊的那抹微笑轻轻荡开，当所有的不舍在唇边淹没，你可否给我，一世纵容？原来，爱情，是个多么让人心疼的词，绻绻红尘，你是谁的风景，又是谁的过客？
"
103,"当你感觉到感情已经不在，曾经的幸福都变成冰冷，那为什么还要痛苦和不舍呢？爱情的真谛，难道不是因为别人爱你，你才爱对方吗？既然爱情已经消失不见，那你最应该做的，是从过去的生活里解脱出来。没错的，爱是束缚，不爱才是解脱。当有人离开了你，请放自己一条生路。
"
104,"越是想忘记，就越是记得。越是想放弃，就越舍不得。许多事情都是这样，当你心里最为痛苦的时候，就恰恰是最深爱，最不可放手的时候。炽烈的爱会让你做出许多失去理智的事情，而理智本身就因为爱的不够。当有人和你在一起，从疯狂转为理智，或许就是爱情的消退吧。
"
105,"不知何时，你就这样走进了我的心房，没有一点防备，没有一丝顾虑……不知何时，我就这样走出你的心扉，没有一点痕迹，没有一丝察觉……(www
"
106,"闪点情话网)。
"
107,"害怕失去的恐惧，有时候会让你选择离开。原本你是担心自己会失去，最后自己反倒主动离开呢？所以感情会让你做奇怪的事情。感情会让你失去判断能力，会让你完全失去理智。因为你害怕的是悬而未决，有了结果，反倒就只剩伤心了。做人何须纠结呢？爱到哪儿就开心到哪儿吧。
"
108,"有些人，是越到分手时，就越觉得爱对方，这其实是一种占有欲。有些人，越平稳时就越不在乎，这其实只是太有安全感。所以对于任何爱人都好，不要让他随时随地都有安全感，有时候失去的风险，会让对方更重视你，也更在意你。长久的关系，源自于对离别的恐惧。
"
109,"我喜欢生命只有单纯的盼望，我喜欢两个人一起看夕阳，我喜欢岁月漂洗过的颜色，我喜欢用心唱出来的歌，我更喜欢看短信的人。爱妻日，珍惜人生珍惜你。  
"
110,"一同编织的记忆，倍加美丽；一份彼此的承诺，携手伴侣；一并历经的风雨，懂得珍惜；一起开创的明天，才最欣喜。317深爱妻日，愿你和家人幸福甜蜜！
"
111,"没有情爱要变态，没有老婆要变坏，没有交心要变怪，没有唠叨你不爱，没有浪漫味变淡，没有蜜语心疑猜。317（深爱妻）日，主动搂妻入怀，大胆说爱！
"
112,"今天317(深爱妻)礼数要备齐。见面先陪笑，趁机要亲昵。蜡炬莫闲费，玫瑰莫闲贵，初恋要回味，亲嘴要到位，美酒洗洗胃。如还有幻想，洗脚早点睡。
"
113,"一条短信，要你一生快乐；一声惦记，回味美好过往；一番祝福，埋下幸福伏笔。白色情人节这天，2015314就是爱情密码，愿你获得一生一世的真爱！
"
114,"等待一次日出，需要一天；等待一次月圆，需要一月；等待一次花开，需要一年；等待一次“爱你要一生一世”，需要一生。破译幸福密码，与你天长地久。
"
115,"首先我必须声明，在此之前，我尽量控制自己，我控制再控制，但终于没有控制住，亲爱的，对不起，希望你能原谅我，因为我发这条短信是想告诉你我爱你！
"
116,"认识了你，我才知有强迫的记忆；你的出现，颠覆了孤独的定义；我要呵护你，让你不再生气；你闯进了我的世界，让222爱爱爱日见证，这辈子注定和你！
"
117,"把你的影像装在脑里，把你的名字放在滚烫的心里，把你的笑语捧在手里，你的擦肩而过让我着迷。222爱爱爱日，怎么能不说爱你？我的世界因你而美丽！
"
118,"爱情是水，友情是冰，我们都是冰水混合物。升温后，友情化为爱情的水；降温后，爱情凝成友情的冰。繁华历尽，方知平凡是真；回首沧桑，只想平淡如水。
"
119,"春山空静，月上窗，唯有思念声；玉楼纱帘，银河倾淡，夜色浓。心相印，思念千里寄明月，也许你入梦，记得枕边念有我。亲爱的，点亮心灯，一生一世。
"
120,"你是我最大财富，有你世界才美丽，2
"
121,"我愿永远陪你，一起经受爱的洗礼，你是我最大动力，2
"
122,"我愿永远伴你，一起品尝爱的甜蜜。
"
123,"不要轻易说爱我，说爱我是一种虚假的承诺，人一辈子，就该现实地活。155日，要爱我。如果你真的想我，就请来看我，钱不要多花，一定要带红包一个！看到你幸福的笑脸，想起我去年今天在你家楼下拿着玫瑰苦苦的等待，那晚寒风刺骨却没有冷却我爱你的心，希望今后每年情人节都有我陪在你身边。
"
124,"春节情人节！我和你热烈的浪漫的手拉手！有缘万里漂洋过海来相会！千年时光等到一回来相聚！同一个世界，同一天节日！愿你我爱情长长又久久！
"
125,"叶儿也能体谅风儿的偷袭；雪花尚能接受阳光的照耀；就连老鼠都没那么恨猫了；看短信的你还生我的气吗？宝贝，笑一个，我爱你！
"
126,"常相思，长相思，相思时节谁人知；梦难忆，爱难忆，愁肠百结谁人识；缘难了，情难了，一腔痴情谁能比；男有意，女有意，何不今日定婚期！
"
127,"痴情的人永远都抱着这样的想法：连我自己都被自己感动了，她有什么理由不被我打动呢？但坚持不懈的追求只能证明你是一个坚持不懈的人，仅此而已。
"
128,"相爱是一涡秋水，陷进去，就溺身而亡；失恋是一滩春水，怎么看，都没有美丽。地球是圆的，我们现在开始背离着走…
"
129,"有你的短信阳光普照，没有你的短信阴雨绵绵，发了等不到你的短信大雨瓢泼，今天是鹅毛大雪幸亏转晴了。
"
130,"亲爱的，你知道吗？当我们相视而坐的时候，那一刻是世界上最美的瞬间，就算给我个村长我也不当(www
"
131,"闪,点】情话网)。""
"
132,"单身是春天的种子，充满希望；单身是夏天的烈日，热情辉煌；单身是秋天的落叶，自由自在；单身是冬天的雪花，浪漫无限。遇到你后，我愿告别单身。
"
133,"在这个世界上，用情感去活着是悲剧，用理智去活着是喜剧，如果命运安排我们在一起，我会好好珍惜你！如果命运注定我们要分离！我会好好珍惜我自己！
"
134,"我的心已一分为二！一半是你！另一半是为了你！让我们像藤与树一样，当需要时，一方就是对方的大树，让我们携手一起走向美好的明天吧。
"
135,"想你想得都不行了：穿衣服也没有造型了；跟谁也整不出感情了；走到哪也不受欢迎了；想问题也赶不上列宁了；心脏没事也偷停了；看来不和你联系是不行了
"
136,"我越发的感觉到你就是我生命中的精灵，翻转跳跃在我那空虚的时空。有人说世界上最美的是春天和爱情；在我眼中有你的地方就是最美的。
"
137,"我没有太多的甜言蜜语，我只有一颗永远爱你的心。我们相逢不易，你真的愿意让这段情像风一样吹过了吗？爱的愈深心愈痛，离开你是我最痛的选择。
"
138,"一心一意等着你，十分幸福拥有你，百分之百爱着你，千里迢迢难见你，万分寂寞告诉你，无论你走到哪里，我们的心都会紧紧地锁在一起。如果上天让我许三个愿望，第一个是今生今世和你在一起，第二个是来生再世和你在一起，第三个是永生永世和你不分离。
"
139,"让我紧紧地拥抱着你，轻轻地吻着你的唇，说声“我爱你”，地老天荒，海枯石烂，无论遇到什么困难与磨难，爱你的心永远不变。
"
140,"当与你相识的那一刻，我相信了宿命的安排，心存感激的善待与你相识的每一瞬间，伴你笑对每一天的日出与日落。
"
141,"是你让我懂得了什么是爱情；是你让我懂得了什么是珍惜；是你让我懂得了什么是永恒；是你让我懂得了什么是放弃；我会永远把你放在我心里的一个角落！
"
142,"轻轻拨开缭人的大雾，现出我娇嫩的小宝贝，温柔的触碰你的额头你的眼你的唇…调皮的轻咬你的耳，述说你我的爱语…早上好，我的宝贝！
"
143,"尊敬的朋友，过去我们相处的欢乐时光，十分让人留恋。但同时你也总是对我有所保留，有所怀疑。所以，我决定再也不和你做朋友了，我要和你做恋人！
"
144,"当第一缕月光洒进我的窗户，我就开始想你，思念我们欢笑过的雪地，留下了无法抹去的足迹；思念我们曾拥有的甜蜜，不知你是否将甜蜜牢记！
"
145,"不愿自言自语守着秘密，不想注定悲剧只好放弃，更不要人前演戏却又默默哭泣。只想大声告诉你，天涯海角，请一定带我去，不论哪里！
"
146,"春风过冬雪到，思念季节躲不掉，是谁动了我的思念叫人夜不眠。童话里传着说爱恋，又是谁动了我的爱恋时时盼着天。就让那银河带上我的爱恋回到你身边。
"
147,"只要有了爱情，就像鱼在水中游，鸟在天上飞，黑夜也透明；失去了爱情，就像断了弦的琴，没有油的灯，夏天也寒冷。我的心跳急促，那是因为你的出现！
"
148,"是缘分，让我们彼此相遇相知；是理想，让我们共同努力，一起进步；是真诚，让我们彼此信任，携手同行；是爱，让我们相互依存，一生守候！
"
149,"啊！对不起，我不小心把“我爱你”误发给你了，如果你接受那就储存起来，如果不接受就把这三个字回发给我，如果你删除，呵呵！那就表示你已经默认了哦
"
150,"我从未低估过你的力量，是你带笑的回眸，把我拖入爱的磁场；你说，那是我们的天堂，我却把它当成绝唱；当我放弃抵抗，你在我耳边细诉衷肠。
"
151,"我们的距离，是船票与邮戳的距离；如果诺言是游戏，不过说说而已，那么，把痛苦给我，把欢乐给你；如果你真的喜欢我，那么，请在我身旁入座。
"
